gamma,delta,iteration,fitness,label
0.1,0.1,1,0.5083519980968345,g0.1_d0.1
0.1,0.1,2,0.508513574897922,g0.1_d0.1
0.1,0.1,3,0.5085425282282346,g0.1_d0.1
0.1,0.1,4,0.5085558041684249,g0.1_d0.1
0.1,0.1,5,0.5085558041684249,g0.1_d0.1
0.1,0.1,6,0.508563008518221,g0.1_d0.1
0.1,0.1,7,0.5086248571815649,g0.1_d0.1
0.1,0.1,8,0.5086248571815649,g0.1_d0.1
0.1,0.1,9,0.5086420751244739,g0.1_d0.1
0.1,0.1,10,0.5086420751244739,g0.1_d0.1
0.1,0.1,11,0.5086539917533819,g0.1_d0.1
0.1,0.1,12,0.5086559854099293,g0.1_d0.1
0.1,0.1,13,0.508664820933264,g0.1_d0.1
0.1,0.1,14,0.5086652740370249,g0.1_d0.1
0.1,0.1,15,0.5086759672857788,g0.1_d0.1
0.1,0.1,16,0.5087056002717326,g0.1_d0.1
0.1,0.1,17,0.5087059174443651,g0.1_d0.1
0.1,0.1,18,0.5087089985499383,g0.1_d0.1
0.1,0.1,19,0.5087089985499383,g0.1_d0.1
0.1,0.1,20,0.5087126686904004,g0.1_d0.1
0.1,0.1,21,0.5087126686904004,g0.1_d0.1
0.1,0.1,22,0.5087204167647095,g0.1_d0.1
0.1,0.1,23,0.5087204167647095,g0.1_d0.1
0.1,0.1,24,0.5087254009060779,g0.1_d0.1
0.1,0.1,25,0.5087254009060779,g0.1_d0.1
0.1,0.1,26,0.5087254009060779,g0.1_d0.1
0.1,0.1,27,0.5087254009060779,g0.1_d0.1
0.1,0.1,28,0.5087254009060779,g0.1_d0.1
0.1,0.1,29,0.5087254009060779,g0.1_d0.1
0.1,0.1,30,0.5087315178068481,g0.1_d0.1
0.1,0.1,31,0.5087315178068481,g0.1_d0.1
0.1,0.1,32,0.5087333302218912,g0.1_d0.1
0.1,0.1,33,0.5087333302218912,g0.1_d0.1
0.1,0.1,34,0.5087453374715514,g0.1_d0.1
0.1,0.1,35,0.5087538105118776,g0.1_d0.1
0.1,0.1,36,0.5087538105118776,g0.1_d0.1
0.1,0.1,37,0.5087538105118776,g0.1_d0.1
0.1,0.1,38,0.5087538105118776,g0.1_d0.1
0.1,0.1,39,0.5087594743088871,g0.1_d0.1
0.1,0.1,40,0.5087594743088871,g0.1_d0.1
0.1,0.1,41,0.5087594743088871,g0.1_d0.1
0.1,0.1,42,0.5087594743088871,g0.1_d0.1
0.1,0.1,43,0.5087594743088871,g0.1_d0.1
0.1,0.1,44,0.5087594743088871,g0.1_d0.1
0.1,0.1,45,0.5087604711371607,g0.1_d0.1
0.1,0.1,46,0.5087604711371607,g0.1_d0.1
0.1,0.1,47,0.5087655458992812,g0.1_d0.1
0.1,0.1,48,0.5087970366106542,g0.1_d0.1
0.1,0.1,49,0.5087970366106542,g0.1_d0.1
0.1,0.1,50,0.5087970366106542,g0.1_d0.1
0.1,0.1,51,0.5087970366106542,g0.1_d0.1
0.1,0.1,52,0.5088002536473556,g0.1_d0.1
0.1,0.1,53,0.5088002536473556,g0.1_d0.1
0.1,0.1,54,0.5088002536473556,g0.1_d0.1
0.1,0.1,55,0.5088002536473556,g0.1_d0.1
0.1,0.1,56,0.5088002536473556,g0.1_d0.1
0.1,0.1,57,0.5088002536473556,g0.1_d0.1
0.1,0.1,58,0.5088002536473556,g0.1_d0.1
0.1,0.1,59,0.5088002536473556,g0.1_d0.1
0.1,0.1,60,0.5088002536473556,g0.1_d0.1
0.1,0.1,61,0.5088002536473556,g0.1_d0.1
0.1,0.1,62,0.5088002536473556,g0.1_d0.1
0.1,0.1,63,0.5088002536473556,g0.1_d0.1
0.1,0.1,64,0.5088002536473556,g0.1_d0.1
0.1,0.1,65,0.5088002536473556,g0.1_d0.1
0.1,0.1,66,0.5088002536473556,g0.1_d0.1
0.1,0.1,67,0.5088011598548772,g0.1_d0.1
0.1,0.1,68,0.5088011598548772,g0.1_d0.1
0.1,0.1,69,0.5088011598548772,g0.1_d0.1
0.1,0.1,70,0.5088011598548772,g0.1_d0.1
0.1,0.1,71,0.5088011598548772,g0.1_d0.1
0.1,0.1,72,0.5088011598548772,g0.1_d0.1
0.1,0.1,73,0.5088011598548772,g0.1_d0.1
0.1,0.1,74,0.5088011598548772,g0.1_d0.1
0.1,0.1,75,0.5088011598548772,g0.1_d0.1
0.1,0.1,76,0.5088011598548772,g0.1_d0.1
0.1,0.1,77,0.5088011598548772,g0.1_d0.1
0.1,0.1,78,0.5088011598548772,g0.1_d0.1
0.1,0.1,79,0.5088055096509804,g0.1_d0.1
0.1,0.1,80,0.5088055096509804,g0.1_d0.1
0.1,0.1,81,0.5088055096509804,g0.1_d0.1
0.1,0.1,82,0.5088055096509804,g0.1_d0.1
0.1,0.1,83,0.5088055096509804,g0.1_d0.1
0.1,0.1,84,0.5088055096509804,g0.1_d0.1
0.1,0.1,85,0.5088055096509804,g0.1_d0.1
0.1,0.1,86,0.5088055096509804,g0.1_d0.1
0.1,0.1,87,0.5088055096509804,g0.1_d0.1
0.1,0.1,88,0.5088104031715968,g0.1_d0.1
0.1,0.1,89,0.5088134389667937,g0.1_d0.1
0.1,0.1,90,0.5088199636609487,g0.1_d0.1
0.1,0.1,91,0.5088210511099746,g0.1_d0.1
0.1,0.1,92,0.5088210511099746,g0.1_d0.1
0.1,0.1,93,0.5088343270501648,g0.1_d0.1
0.1,0.1,94,0.5088343270501648,g0.1_d0.1
0.1,0.1,95,0.5088343270501648,g0.1_d0.1
0.1,0.1,96,0.5088343270501648,g0.1_d0.1
0.1,0.1,97,0.5088343270501648,g0.1_d0.1
0.1,0.1,98,0.5088343270501648,g0.1_d0.1
0.1,0.1,99,0.5088343270501648,g0.1_d0.1
0.1,0.1,100,0.5088343270501648,g0.1_d0.1
0.1,0.3,1,0.41145307408031184,g0.1_d0.3
0.1,0.3,2,0.4116879861236137,g0.1_d0.3
0.1,0.3,3,0.41181099018315354,g0.1_d0.3
0.1,0.3,4,0.41192479261887754,g0.1_d0.3
0.1,0.3,5,0.4119330470167124,g0.1_d0.3
0.1,0.3,6,0.4121115314551428,g0.1_d0.3
0.1,0.3,7,0.4121115314551428,g0.1_d0.3
0.1,0.3,8,0.4121115314551428,g0.1_d0.3
0.1,0.3,9,0.4121115314551428,g0.1_d0.3
0.1,0.3,10,0.41214576690845806,g0.1_d0.3
0.1,0.3,11,0.4121967817934377,g0.1_d0.3
0.1,0.3,12,0.4121967817934377,g0.1_d0.3
0.1,0.3,13,0.4122423839585257,g0.1_d0.3
0.1,0.3,14,0.4122519915363336,g0.1_d0.3
0.1,0.3,15,0.41231166677314,g0.1_d0.3
0.1,0.3,16,0.41234887922239577,g0.1_d0.3
0.1,0.3,17,0.4123505030383633,g0.1_d0.3
0.1,0.3,18,0.4123544272602848,g0.1_d0.3
0.1,0.3,19,0.4123544272602848,g0.1_d0.3
0.1,0.3,20,0.4123544272602848,g0.1_d0.3
0.1,0.3,21,0.4123544272602848,g0.1_d0.3
0.1,0.3,22,0.4123544272602848,g0.1_d0.3
0.1,0.3,23,0.4123590280721928,g0.1_d0.3
0.1,0.3,24,0.4123590280721928,g0.1_d0.3
0.1,0.3,25,0.4123590280721928,g0.1_d0.3
0.1,0.3,26,0.4123590280721928,g0.1_d0.3
0.1,0.3,27,0.4123590280721928,g0.1_d0.3
0.1,0.3,28,0.4123590280721928,g0.1_d0.3
0.1,0.3,29,0.4123590280721928,g0.1_d0.3
0.1,0.3,30,0.4123590280721928,g0.1_d0.3
0.1,0.3,31,0.41236186975013595,g0.1_d0.3
0.1,0.3,32,0.41236186975013595,g0.1_d0.3
0.1,0.3,33,0.4123685003320034,g0.1_d0.3
0.1,0.3,34,0.4123685003320034,g0.1_d0.3
0.1,0.3,35,0.4123685003320034,g0.1_d0.3
0.1,0.3,36,0.4123685003320034,g0.1_d0.3
0.1,0.3,37,0.4123685003320034,g0.1_d0.3
0.1,0.3,38,0.4123685003320034,g0.1_d0.3
0.1,0.3,39,0.4123685003320034,g0.1_d0.3
0.1,0.3,40,0.4123685003320034,g0.1_d0.3
0.1,0.3,41,0.4123685003320034,g0.1_d0.3
0.1,0.3,42,0.4123685003320034,g0.1_d0.3
0.1,0.3,43,0.4123685003320034,g0.1_d0.3
0.1,0.3,44,0.4123685003320034,g0.1_d0.3
0.1,0.3,45,0.4123685003320034,g0.1_d0.3
0.1,0.3,46,0.4123685003320034,g0.1_d0.3
0.1,0.3,47,0.4123685003320034,g0.1_d0.3
0.1,0.3,48,0.4123685003320034,g0.1_d0.3
0.1,0.5,1,0.3160267149069841,g0.1_d0.5
0.1,0.5,2,0.3162041050293221,g0.1_d0.5
0.1,0.5,3,0.31627116438591474,g0.1_d0.5
0.1,0.5,4,0.3162786405979673,g0.1_d0.5
0.1,0.5,5,0.3162786405979673,g0.1_d0.5
0.1,0.5,6,0.31631715441763203,g0.1_d0.5
0.1,0.5,7,0.31643043035782226,g0.1_d0.5
0.1,0.5,8,0.31643043035782226,g0.1_d0.5
0.1,0.5,9,0.3164349613954299,g0.1_d0.5
0.1,0.5,10,0.3164687176256066,g0.1_d0.5
0.1,0.5,11,0.3164804983233864,g0.1_d0.5
0.1,0.5,12,0.3164804983233864,g0.1_d0.5
0.1,0.5,13,0.3164804983233864,g0.1_d0.5
0.1,0.5,14,0.31653419111903663,g0.1_d0.5
0.1,0.5,15,0.31653419111903663,g0.1_d0.5
0.1,0.5,16,0.31653419111903663,g0.1_d0.5
0.1,0.5,17,0.3165822201176773,g0.1_d0.5
0.1,0.5,18,0.3165844856364811,g0.1_d0.5
0.1,0.5,19,0.3165844856364811,g0.1_d0.5
0.1,0.5,20,0.3165844856364811,g0.1_d0.5
0.1,0.5,21,0.3165844856364811,g0.1_d0.5
0.1,0.5,22,0.3165844856364811,g0.1_d0.5
0.1,0.5,23,0.3165844856364811,g0.1_d0.5
0.1,0.5,24,0.3165844856364811,g0.1_d0.5
0.1,0.5,25,0.3165844856364811,g0.1_d0.5
0.1,0.5,26,0.3166501856817915,g0.1_d0.5
0.1,0.5,27,0.3166501856817915,g0.1_d0.5
0.1,0.5,28,0.3166501856817915,g0.1_d0.5
0.1,0.5,29,0.3166501856817915,g0.1_d0.5
0.1,0.5,30,0.31666060706828897,g0.1_d0.5
0.1,0.5,31,0.3167306115993266,g0.1_d0.5
0.1,0.5,32,0.3167376347076184,g0.1_d0.5
0.1,0.5,33,0.3167376347076184,g0.1_d0.5
0.1,0.5,34,0.3167376347076184,g0.1_d0.5
0.1,0.5,35,0.3167376347076184,g0.1_d0.5
0.1,0.5,36,0.3167376347076184,g0.1_d0.5
0.1,0.5,37,0.316739220570781,g0.1_d0.5
0.1,0.5,38,0.3167410329858241,g0.1_d0.5
0.1,0.5,39,0.3167410329858241,g0.1_d0.5
0.1,0.5,40,0.3167858902581394,g0.1_d0.5
0.1,0.5,41,0.3167858902581394,g0.1_d0.5
0.1,0.5,42,0.3167858902581394,g0.1_d0.5
0.1,0.5,43,0.3167858902581394,g0.1_d0.5
0.1,0.5,44,0.3167858902581394,g0.1_d0.5
0.1,0.5,45,0.3167858902581394,g0.1_d0.5
0.1,0.5,46,0.3167858902581394,g0.1_d0.5
0.1,0.5,47,0.3167858902581394,g0.1_d0.5
0.1,0.5,48,0.3167858902581394,g0.1_d0.5
0.1,0.5,49,0.3167858902581394,g0.1_d0.5
0.1,0.5,50,0.3167858902581394,g0.1_d0.5
0.1,0.5,51,0.316812396828144,g0.1_d0.5
0.1,0.5,52,0.316812396828144,g0.1_d0.5
0.1,0.5,53,0.316812396828144,g0.1_d0.5
0.1,0.5,54,0.316812396828144,g0.1_d0.5
0.1,0.5,55,0.316812396828144,g0.1_d0.5
0.1,0.5,56,0.3168194199364358,g0.1_d0.5
0.1,0.5,57,0.3168194199364358,g0.1_d0.5
0.1,0.5,58,0.3168194199364358,g0.1_d0.5
0.1,0.5,59,0.3168194199364358,g0.1_d0.5
0.1,0.5,60,0.3168194199364358,g0.1_d0.5
0.1,0.5,61,0.3168194199364358,g0.1_d0.5
0.1,0.5,62,0.3168194199364358,g0.1_d0.5
0.1,0.5,63,0.3168194199364358,g0.1_d0.5
0.1,0.5,64,0.3168194199364358,g0.1_d0.5
0.1,0.5,65,0.3168194199364358,g0.1_d0.5
0.1,0.5,66,0.3168194199364358,g0.1_d0.5
0.1,0.5,67,0.3168194199364358,g0.1_d0.5
0.1,0.5,68,0.3168194199364358,g0.1_d0.5
0.1,0.5,69,0.3168194199364358,g0.1_d0.5
0.1,0.5,70,0.3168194199364358,g0.1_d0.5
0.1,0.5,71,0.3168194199364358,g0.1_d0.5
0.3,0.1,1,0.609805455890011,g0.3_d0.1
0.3,0.1,2,0.6098550273830197,g0.3_d0.1
0.3,0.1,3,0.6100206975075404,g0.3_d0.1
0.3,0.1,4,0.6101078746711108,g0.3_d0.1
0.3,0.1,5,0.6101078746711108,g0.3_d0.1
0.3,0.1,6,0.6101078746711108,g0.3_d0.1
0.3,0.1,7,0.6101184772991125,g0.3_d0.1
0.3,0.1,8,0.6101184772991125,g0.3_d0.1
0.3,0.1,9,0.6101184772991125,g0.3_d0.1
0.3,0.1,10,0.6101281737195928,g0.3_d0.1
0.3,0.1,11,0.6101370092429277,g0.3_d0.1
0.3,0.1,12,0.6101370092429277,g0.3_d0.1
0.3,0.1,13,0.6101390482098511,g0.3_d0.1
0.3,0.1,14,0.6101670953326422,g0.3_d0.1
0.3,0.1,15,0.6101670953326422,g0.3_d0.1
0.3,0.1,16,0.6101670953326422,g0.3_d0.1
0.3,0.1,17,0.6101670953326422,g0.3_d0.1
0.3,0.1,18,0.6101823649293799,g0.3_d0.1
0.3,0.1,19,0.6101823649293799,g0.3_d0.1
0.3,0.1,20,0.6101823649293799,g0.3_d0.1
0.3,0.1,21,0.6101826821020124,g0.3_d0.1
0.3,0.1,22,0.6101833164472775,g0.3_d0.1
0.3,0.1,23,0.6101833164472775,g0.3_d0.1
0.3,0.1,24,0.6101926050743732,g0.3_d0.1
0.3,0.1,25,0.6101926050743732,g0.3_d0.1
0.3,0.1,26,0.6101926050743732,g0.3_d0.1
0.3,0.1,27,0.6101977704572459,g0.3_d0.1
0.3,0.1,28,0.6101977704572459,g0.3_d0.1
0.3,0.1,29,0.6101977704572459,g0.3_d0.1
0.3,0.1,30,0.6101977704572459,g0.3_d0.1
0.3,0.1,31,0.6102052013589223,g0.3_d0.1
0.3,0.1,32,0.6102095964654016,g0.3_d0.1
0.3,0.1,33,0.6102095964654016,g0.3_d0.1
0.3,0.1,34,0.6102095964654016,g0.3_d0.1
0.3,0.1,35,0.6102095964654016,g0.3_d0.1
0.3,0.1,36,0.6102125869502227,g0.3_d0.1
0.3,0.1,37,0.6102125869502227,g0.3_d0.1
0.3,0.1,38,0.610229397099747,g0.3_d0.1
0.3,0.1,39,0.610229397099747,g0.3_d0.1
0.3,0.1,40,0.610229397099747,g0.3_d0.1
0.3,0.1,41,0.6102296236516274,g0.3_d0.1
0.3,0.1,42,0.6102296236516274,g0.3_d0.1
0.3,0.1,43,0.6102349702760044,g0.3_d0.1
0.3,0.1,44,0.6102349702760044,g0.3_d0.1
0.3,0.1,45,0.6102349702760044,g0.3_d0.1
0.3,0.1,46,0.6102349702760044,g0.3_d0.1
0.3,0.1,47,0.6102349702760044,g0.3_d0.1
0.3,0.1,48,0.6102349702760044,g0.3_d0.1
0.3,0.1,49,0.6102349702760044,g0.3_d0.1
0.3,0.1,50,0.6102349702760044,g0.3_d0.1
0.3,0.1,51,0.6102349702760044,g0.3_d0.1
0.3,0.1,52,0.6102349702760044,g0.3_d0.1
0.3,0.1,53,0.6102349702760044,g0.3_d0.1
0.3,0.1,54,0.6102349702760044,g0.3_d0.1
0.3,0.1,55,0.6102349702760044,g0.3_d0.1
0.3,0.1,56,0.6102391841409794,g0.3_d0.1
0.3,0.1,57,0.6102391841409794,g0.3_d0.1
0.3,0.1,58,0.6102391841409794,g0.3_d0.1
0.3,0.1,59,0.6102391841409794,g0.3_d0.1
0.3,0.1,60,0.6102395466239879,g0.3_d0.1
0.3,0.1,61,0.6102395466239879,g0.3_d0.1
0.3,0.1,62,0.6102395466239879,g0.3_d0.1
0.3,0.1,63,0.6102395466239879,g0.3_d0.1
0.3,0.1,64,0.6102456635247583,g0.3_d0.1
0.3,0.1,65,0.6102587129130682,g0.3_d0.1
0.3,0.1,66,0.6102738918890537,g0.3_d0.1
0.3,0.1,67,0.6102738918890537,g0.3_d0.1
0.3,0.1,68,0.6102738918890537,g0.3_d0.1
0.3,0.1,69,0.6102738918890537,g0.3_d0.1
0.3,0.1,70,0.6102738918890537,g0.3_d0.1
0.3,0.1,71,0.6102738918890537,g0.3_d0.1
0.3,0.1,72,0.6102738918890537,g0.3_d0.1
0.3,0.1,73,0.6102738918890537,g0.3_d0.1
0.3,0.1,74,0.6102738918890537,g0.3_d0.1
0.3,0.1,75,0.6102738918890537,g0.3_d0.1
0.3,0.1,76,0.6102738918890537,g0.3_d0.1
0.3,0.1,77,0.6102738918890537,g0.3_d0.1
0.3,0.1,78,0.6102738918890537,g0.3_d0.1
0.3,0.1,79,0.6102738918890537,g0.3_d0.1
0.3,0.1,80,0.6102738918890537,g0.3_d0.1
0.3,0.1,81,0.6102738918890537,g0.3_d0.1
